DateTime,Junction,Vehicles,ID,Day
2015-11-03 21:00:00,1,24,20151103211,Tuesday
2015-11-03 22:00:00,1,25,20151103221,Tuesday
2015-11-03 23:00:00,1,20,20151103231,Tuesday
2015-11-04 00:00:00,1,18,20151104001,Wednesday
2015-11-04 01:00:00,1,18,20151104011,Wednesday
2015-11-04 02:00:00,1,13,20151104021,Wednesday
2015-11-04 03:00:00,1,13,20151104031,Wednesday
2015-11-04 04:00:00,1,10,20151104041,Wednesday
2015-11-04 05:00:00,1,12,20151104051,Wednesday
2015-11-04 06:00:00,1,13,20151104061,Wednesday
2015-11-04 07:00:00,1,11,20151104071,Wednesday
2015-11-04 08:00:00,1,13,20151104081,Wednesday
2015-11-04 09:00:00,1,22,20151104091,Wednesday
2015-11-04 10:00:00,1,26,20151104101,Wednesday
2015-11-04 11:00:00,1,27,20151104111,Wednesday
2015-11-04 12:00:00,1,31,20151104121,Wednesday
2015-11-04 13:00:00,1,24,20151104131,Wednesday
2015-11-04 14:00:00,1,23,20151104141,Wednesday
2015-11-04 15:00:00,1,26,20151104151,Wednesday
2015-11-04 16:00:00,1,26,20151104161,Wednesday
2015-11-04 17:00:00,1,24,20151104171,Wednesday
2015-11-04 18:00:00,1,23,20151104181,Wednesday
2015-11-04 19:00:00,1,25,20151104191,Wednesday
2015-11-04 20:00:00,1,26,20151104201,Wednesday
2015-11-04 21:00:00,1,24,20151104211,Wednesday
2015-11-04 22:00:00,1,26,20151104221,Wednesday
2015-11-04 23:00:00,1,24,20151104231,Wednesday
2015-11-05 00:00:00,1,19,20151105001,Thursday
2015-11-05 01:00:00,1,20,20151105011,Thursday
2015-11-05 02:00:00,1,18,20151105021,Thursday
2015-11-05 03:00:00,1,13,20151105031,Thursday
2015-11-05 04:00:00,1,13,20151105041,Thursday
2015-11-05 05:00:00,1,9,20151105051,Thursday
2015-11-05 06:00:00,1,12,20151105061,Thursday
2015-11-05 07:00:00,1,12,20151105071,Thursday
2015-11-05 08:00:00,1,15,20151105081,Thursday
2015-11-05 09:00:00,1,16,20151105091,Thursday
2015-11-05 10:00:00,1,23,20151105101,Thursday
2015-11-05 11:00:00,1,24,20151105111,Thursday
2015-11-05 12:00:00,1,25,20151105121,Thursday
2015-11-05 13:00:00,1,24,20151105131,Thursday
2015-11-05 14:00:00,1,26,20151105141,Thursday
2015-11-05 15:00:00,1,22,20151105151,Thursday
2015-11-05 16:00:00,1,20,20151105161,Thursday
2015-11-05 17:00:00,1,20,20151105171,Thursday
2015-11-05 18:00:00,1,22,20151105181,Thursday
2015-11-05 19:00:00,1,26,20151105191,Thursday
2015-11-05 20:00:00,1,22,20151105201,Thursday
2015-11-05 21:00:00,1,21,20151105211,Thursday
2015-11-05 22:00:00,1,21,20151105221,Thursday
2015-11-05 23:00:00,1,21,20151105231,Thursday
2015-11-06 00:00:00,1,16,20151106001,Friday
2015-11-06 01:00:00,1,18,20151106011,Friday
2015-11-06 02:00:00,1,19,20151106021,Friday
2015-11-06 03:00:00,1,14,20151106031,Friday
2015-11-06 04:00:00,1,12,20151106041,Friday
2015-11-06 05:00:00,1,13,20151106051,Friday
2015-11-06 06:00:00,1,14,20151106061,Friday
2015-11-06 07:00:00,1,14,20151106071,Friday
2015-11-06 08:00:00,1,13,20151106081,Friday
2015-11-06 09:00:00,1,20,20151106091,Friday
2015-11-06 10:00:00,1,22,20151106101,Friday
2015-11-06 11:00:00,1,26,20151106111,Friday
2015-11-06 12:00:00,1,26,20151106121,Friday
2015-11-06 13:00:00,1,21,20151106131,Friday
2015-11-06 14:00:00,1,23,20151106141,Friday
2015-11-06 15:00:00,1,23,20151106151,Friday
2015-11-06 16:00:00,1,19,20151106161,Friday
2015-11-06 17:00:00,1,19,20151106171,Friday
2015-11-06 18:00:00,1,20,20151106181,Friday
2015-11-06 19:00:00,1,24,20151106191,Friday
2015-11-06 20:00:00,1,18,20151106201,Friday
2015-11-06 21:00:00,1,19,20151106211,Friday
2015-11-06 22:00:00,1,16,20151106221,Friday
2015-11-06 23:00:00,1,17,20151106231,Friday
2015-11-07 00:00:00,1,16,20151107001,Saturday
2015-11-07 01:00:00,1,16,20151107011,Saturday
2015-11-07 02:00:00,1,10,20151107021,Saturday
2015-11-07 03:00:00,1,9,20151107031,Saturday
2015-11-07 04:00:00,1,8,20151107041,Saturday
2015-11-07 05:00:00,1,7,20151107051,Saturday
2015-11-07 06:00:00,1,9,20151107061,Saturday
2015-11-07 07:00:00,1,8,20151107071,Saturday
2015-11-07 08:00:00,1,12,20151107081,Saturday
2015-11-07 09:00:00,1,13,20151107091,Saturday
2015-11-07 10:00:00,1,17,20151107101,Saturday
2015-11-07 11:00:00,1,14,20151107111,Saturday
2015-11-07 12:00:00,1,14,20151107121,Saturday
2015-11-07 13:00:00,1,14,20151107131,Saturday
2015-11-07 14:00:00,1,14,20151107141,Saturday
2015-11-07 15:00:00,1,11,20151107151,Saturday
2015-11-07 16:00:00,1,15,20151107161,Saturday
2015-11-07 17:00:00,1,13,20151107171,Saturday
2015-11-07 18:00:00,1,12,20151107181,Saturday
2015-11-07 19:00:00,1,17,20151107191,Saturday
2015-11-07 20:00:00,1,18,20151107201,Saturday
2015-11-07 21:00:00,1,17,20151107211,Saturday
2015-11-07 22:00:00,1,16,20151107221,Saturday
2015-11-07 23:00:00,1,15,20151107231,Saturday
2015-11-08 00:00:00,1,13,20151108001,Sunday
2015-11-08 01:00:00,1,16,20151108011,Sunday
2015-11-08 02:00:00,1,11,20151108021,Sunday
2015-11-08 03:00:00,1,8,20151108031,Sunday
2015-11-08 04:00:00,1,10,20151108041,Sunday
2015-11-08 05:00:00,1,10,20151108051,Sunday
2015-11-08 06:00:00,1,10,20151108061,Sunday
2015-11-08 07:00:00,1,9,20151108071,Sunday
2015-11-08 08:00:00,1,11,20151108081,Sunday
2015-11-08 09:00:00,1,12,20151108091,Sunday
2015-11-08 10:00:00,1,18,20151108101,Sunday
2015-11-08 11:00:00,1,14,20151108111,Sunday
2015-11-08 12:00:00,1,17,20151108121,Sunday
2015-11-08 13:00:00,1,14,20151108131,Sunday
2015-11-08 14:00:00,1,14,20151108141,Sunday
2015-11-08 15:00:00,1,14,20151108151,Sunday
2015-11-08 16:00:00,1,12,20151108161,Sunday
2015-11-08 17:00:00,1,14,20151108171,Sunday
2015-11-08 18:00:00,1,18,20151108181,Sunday
2015-11-08 19:00:00,1,13,20151108191,Sunday
2015-11-08 20:00:00,1,16,20151108201,Sunday
2015-11-08 21:00:00,1,18,20151108211,Sunday
2015-11-08 22:00:00,1,14,20151108221,Sunday
2015-11-08 23:00:00,1,14,20151108231,Sunday
2015-11-09 00:00:00,1,13,20151109001,Monday
2015-11-09 01:00:00,1,15,20151109011,Monday
2015-11-09 02:00:00,1,11,20151109021,Monday
2015-11-09 03:00:00,1,10,20151109031,Monday
2015-11-09 04:00:00,1,9,20151109041,Monday
2015-11-09 05:00:00,1,8,20151109051,Monday
2015-11-09 06:00:00,1,8,20151109061,Monday
2015-11-09 07:00:00,1,10,20151109071,Monday
2015-11-09 08:00:00,1,11,20151109081,Monday
2015-11-09 09:00:00,1,17,20151109091,Monday
2015-11-09 10:00:00,1,19,20151109101,Monday
2015-11-09 11:00:00,1,22,20151109111,Monday
2015-11-09 12:00:00,1,23,20151109121,Monday
2015-11-09 13:00:00,1,23,20151109131,Monday
2015-11-09 14:00:00,1,24,20151109141,Monday
2015-11-09 15:00:00,1,24,20151109151,Monday
2015-11-09 16:00:00,1,19,20151109161,Monday
2015-11-09 17:00:00,1,19,20151109171,Monday
2015-11-09 18:00:00,1,20,20151109181,Monday
2015-11-09 19:00:00,1,31,20151109191,Monday
2015-11-09 20:00:00,1,25,20151109201,Monday
2015-11-09 21:00:00,1,35,20151109211,Monday
2015-11-09 22:00:00,1,21,20151109221,Monday
2015-11-09 23:00:00,1,24,20151109231,Monday
2015-11-10 00:00:00,1,19,20151110001,Tuesday
2015-11-10 01:00:00,1,19,20151110011,Tuesday
2015-11-10 02:00:00,1,18,20151110021,Tuesday
2015-11-10 03:00:00,1,17,20151110031,Tuesday
2015-11-10 04:00:00,1,12,20151110041,Tuesday
2015-11-10 05:00:00,1,10,20151110051,Tuesday
2015-11-10 06:00:00,1,14,20151110061,Tuesday
2015-11-10 07:00:00,1,15,20151110071,Tuesday
2015-11-10 08:00:00,1,14,20151110081,Tuesday
2015-11-10 09:00:00,1,34,20151110091,Tuesday
2015-11-10 10:00:00,1,40,20151110101,Tuesday
2015-11-10 11:00:00,1,38,20151110111,Tuesday
2015-11-10 12:00:00,1,36,20151110121,Tuesday
2015-11-10 13:00:00,1,27,20151110131,Tuesday
2015-11-10 14:00:00,1,48,20151110141,Tuesday
2015-11-10 15:00:00,1,43,20151110151,Tuesday
2015-11-10 16:00:00,1,41,20151110161,Tuesday
2015-11-10 17:00:00,1,35,20151110171,Tuesday
2015-11-10 18:00:00,1,40,20151110181,Tuesday
2015-11-10 19:00:00,1,40,20151110191,Tuesday
2015-11-10 20:00:00,1,40,20151110201,Tuesday
2015-11-10 21:00:00,1,36,20151110211,Tuesday
2015-11-10 22:00:00,1,37,20151110221,Tuesday
2015-11-10 23:00:00,1,35,20151110231,Tuesday
2015-11-11 00:00:00,1,28,20151111001,Wednesday
2015-11-11 01:00:00,1,25,20151111011,Wednesday
2015-11-11 02:00:00,1,19,20151111021,Wednesday
2015-11-11 03:00:00,1,21,20151111031,Wednesday
2015-11-11 04:00:00,1,20,20151111041,Wednesday
2015-11-11 05:00:00,1,15,20151111051,Wednesday
2015-11-11 06:00:00,1,17,20151111061,Wednesday
2015-11-11 07:00:00,1,14,20151111071,Wednesday
2015-11-11 08:00:00,1,19,20151111081,Wednesday
2015-11-11 09:00:00,1,22,20151111091,Wednesday
2015-11-11 10:00:00,1,30,20151111101,Wednesday
2015-11-11 11:00:00,1,26,20151111111,Wednesday
2015-11-11 12:00:00,1,26,20151111121,Wednesday
2015-11-11 13:00:00,1,23,20151111131,Wednesday
2015-11-11 14:00:00,1,23,20151111141,Wednesday
2015-11-11 15:00:00,1,24,20151111151,Wednesday
2015-11-11 16:00:00,1,22,20151111161,Wednesday
2015-11-11 17:00:00,1,24,20151111171,Wednesday
2015-11-11 18:00:00,1,26,20151111181,Wednesday
2015-11-11 19:00:00,1,27,20151111191,Wednesday
2015-11-11 20:00:00,1,22,20151111201,Wednesday
2015-11-11 21:00:00,1,23,20151111211,Wednesday
2015-11-11 22:00:00,1,22,20151111221,Wednesday
2015-11-11 23:00:00,1,22,20151111231,Wednesday
2015-11-12 00:00:00,1,22,20151112001,Thursday
2015-11-12 01:00:00,1,17,20151112011,Thursday
2015-11-12 02:00:00,1,15,20151112021,Thursday
2015-11-12 03:00:00,1,12,20151112031,Thursday
2015-11-12 04:00:00,1,13,20151112041,Thursday
2015-11-12 05:00:00,1,9,20151112051,Thursday
2015-11-12 06:00:00,1,14,20151112061,Thursday
2015-11-12 07:00:00,1,13,20151112071,Thursday
2015-11-12 08:00:00,1,15,20151112081,Thursday
2015-11-12 09:00:00,1,27,20151112091,Thursday
2015-11-12 10:00:00,1,39,20151112101,Thursday
2015-11-12 11:00:00,1,40,20151112111,Thursday
2015-11-12 12:00:00,1,36,20151112121,Thursday
2015-11-12 13:00:00,1,34,20151112131,Thursday
2015-11-12 14:00:00,1,33,20151112141,Thursday
2015-11-12 15:00:00,1,28,20151112151,Thursday
2015-11-12 16:00:00,1,30,20151112161,Thursday
2015-11-12 17:00:00,1,26,20151112171,Thursday
2015-11-12 18:00:00,1,30,20151112181,Thursday
2015-11-12 19:00:00,1,35,20151112191,Thursday
2015-11-12 20:00:00,1,38,20151112201,Thursday
2015-11-12 21:00:00,1,34,20151112211,Thursday
2015-11-12 22:00:00,1,30,20151112221,Thursday
2015-11-12 23:00:00,1,27,20151112231,Thursday
2015-11-13 00:00:00,1,24,20151113001,Friday
2015-11-13 01:00:00,1,21,20151113011,Friday
2015-11-13 02:00:00,1,16,20151113021,Friday
2015-11-13 03:00:00,1,16,20151113031,Friday
2015-11-13 04:00:00,1,13,20151113041,Friday
2015-11-13 05:00:00,1,11,20151113051,Friday
2015-11-13 06:00:00,1,13,20151113061,Friday
2015-11-13 07:00:00,1,15,20151113071,Friday
2015-11-13 08:00:00,1,17,20151113081,Friday
2015-11-13 09:00:00,1,18,20151113091,Friday
2015-11-13 10:00:00,1,24,20151113101,Friday
2015-11-13 11:00:00,1,41,20151113111,Friday
2015-11-13 12:00:00,1,29,20151113121,Friday
2015-11-13 13:00:00,1,25,20151113131,Friday
2015-11-13 14:00:00,1,25,20151113141,Friday
2015-11-13 15:00:00,1,26,20151113151,Friday
2015-11-13 16:00:00,1,25,20151113161,Friday
2015-11-13 17:00:00,1,24,20151113171,Friday
2015-11-13 18:00:00,1,26,20151113181,Friday
2015-11-13 19:00:00,1,24,20151113191,Friday
2015-11-13 20:00:00,1,28,20151113201,Friday
2015-11-13 21:00:00,1,22,20151113211,Friday
2015-11-13 22:00:00,1,23,20151113221,Friday
2015-11-13 23:00:00,1,18,20151113231,Friday
2015-11-14 00:00:00,1,21,20151114001,Saturday
2015-11-14 01:00:00,1,20,20151114011,Saturday
2015-11-14 02:00:00,1,15,20151114021,Saturday
2015-11-14 03:00:00,1,13,20151114031,Saturday
2015-11-14 04:00:00,1,10,20151114041,Saturday
2015-11-14 05:00:00,1,10,20151114051,Saturday
2015-11-14 06:00:00,1,12,20151114061,Saturday
2015-11-14 07:00:00,1,9,20151114071,Saturday
2015-11-14 08:00:00,1,11,20151114081,Saturday
2015-11-14 09:00:00,1,15,20151114091,Saturday
2015-11-14 10:00:00,1,16,20151114101,Saturday
2015-11-14 11:00:00,1,16,20151114111,Saturday
2015-11-14 12:00:00,1,12,20151114121,Saturday
2015-11-14 13:00:00,1,11,20151114131,Saturday
2015-11-14 14:00:00,1,14,20151114141,Saturday
2015-11-14 15:00:00,1,16,20151114151,Saturday
2015-11-14 16:00:00,1,18,20151114161,Saturday
2015-11-14 17:00:00,1,13,20151114171,Saturday
2015-11-14 18:00:00,1,17,20151114181,Saturday
2015-11-14 19:00:00,1,15,20151114191,Saturday
2015-11-14 20:00:00,1,19,20151114201,Saturday
2015-11-14 21:00:00,1,15,20151114211,Saturday
2015-11-14 22:00:00,1,19,20151114221,Saturday
2015-11-14 23:00:00,1,15,20151114231,Saturday
2015-11-15 00:00:00,1,15,20151115001,Sunday
2015-11-15 01:00:00,1,13,20151115011,Sunday
2015-11-15 02:00:00,1,14,20151115021,Sunday
2015-11-15 03:00:00,1,10,20151115031,Sunday
2015-11-15 04:00:00,1,8,20151115041,Sunday
2015-11-15 05:00:00,1,9,20151115051,Sunday
2015-11-15 06:00:00,1,9,20151115061,Sunday
2015-11-15 07:00:00,1,9,20151115071,Sunday
2015-11-15 08:00:00,1,9,20151115081,Sunday
2015-11-15 09:00:00,1,16,20151115091,Sunday
2015-11-15 10:00:00,1,18,20151115101,Sunday
2015-11-15 11:00:00,1,18,20151115111,Sunday
2015-11-15 12:00:00,1,17,20151115121,Sunday
2015-11-15 13:00:00,1,18,20151115131,Sunday
2015-11-15 14:00:00,1,14,20151115141,Sunday
2015-11-15 15:00:00,1,15,20151115151,Sunday
2015-11-15 16:00:00,1,13,20151115161,Sunday
2015-11-15 17:00:00,1,15,20151115171,Sunday
2015-11-15 18:00:00,1,19,20151115181,Sunday
2015-11-15 19:00:00,1,18,20151115191,Sunday
2015-11-15 20:00:00,1,21,20151115201,Sunday
2015-11-15 21:00:00,1,17,20151115211,Sunday
2015-11-15 22:00:00,1,17,20151115221,Sunday
2015-11-15 23:00:00,1,15,20151115231,Sunday
2015-11-16 00:00:00,1,17,20151116001,Monday
2015-11-16 01:00:00,1,14,20151116011,Monday
2015-11-16 02:00:00,1,13,20151116021,Monday
2015-11-16 03:00:00,1,15,20151116031,Monday
2015-11-16 04:00:00,1,12,20151116041,Monday
2015-11-16 05:00:00,1,12,20151116051,Monday
2015-11-16 06:00:00,1,13,20151116061,Monday
2015-11-16 07:00:00,1,14,20151116071,Monday
2015-11-16 08:00:00,1,13,20151116081,Monday
2015-11-16 09:00:00,1,16,20151116091,Monday
2015-11-16 10:00:00,1,26,20151116101,Monday
2015-11-16 11:00:00,1,21,20151116111,Monday
2015-11-16 12:00:00,1,26,20151116121,Monday
2015-11-16 13:00:00,1,24,20151116131,Monday
2015-11-16 14:00:00,1,26,20151116141,Monday
2015-11-16 15:00:00,1,22,20151116151,Monday
2015-11-16 16:00:00,1,24,20151116161,Monday
2015-11-16 17:00:00,1,26,20151116171,Monday
2015-11-16 18:00:00,1,23,20151116181,Monday
2015-11-16 19:00:00,1,29,20151116191,Monday
2015-11-16 20:00:00,1,31,20151116201,Monday
2015-11-16 21:00:00,1,27,20151116211,Monday
2015-11-16 22:00:00,1,27,20151116221,Monday
2015-11-16 23:00:00,1,26,20151116231,Monday
2015-11-17 00:00:00,1,23,20151117001,Tuesday
2015-11-17 01:00:00,1,21,20151117011,Tuesday
2015-11-17 02:00:00,1,19,20151117021,Tuesday
2015-11-17 03:00:00,1,16,20151117031,Tuesday
2015-11-17 04:00:00,1,11,20151117041,Tuesday
2015-11-17 05:00:00,1,11,20151117051,Tuesday
2015-11-17 06:00:00,1,15,20151117061,Tuesday
2015-11-17 07:00:00,1,12,20151117071,Tuesday
2015-11-17 08:00:00,1,12,20151117081,Tuesday
2015-11-17 09:00:00,1,18,20151117091,Tuesday
2015-11-17 10:00:00,1,31,20151117101,Tuesday
2015-11-17 11:00:00,1,42,20151117111,Tuesday
2015-11-17 12:00:00,1,37,20151117121,Tuesday
2015-11-17 13:00:00,1,30,20151117131,Tuesday
2015-11-17 14:00:00,1,33,20151117141,Tuesday
2015-11-17 15:00:00,1,28,20151117151,Tuesday
2015-11-17 16:00:00,1,29,20151117161,Tuesday
2015-11-17 17:00:00,1,28,20151117171,Tuesday
2015-11-17 18:00:00,1,28,20151117181,Tuesday
2015-11-17 19:00:00,1,31,20151117191,Tuesday
2015-11-17 20:00:00,1,28,20151117201,Tuesday
2015-11-17 21:00:00,1,26,20151117211,Tuesday
2015-11-17 22:00:00,1,26,20151117221,Tuesday
2015-11-17 23:00:00,1,27,20151117231,Tuesday
2015-11-18 00:00:00,1,24,20151118001,Wednesday
2015-11-18 01:00:00,1,23,20151118011,Wednesday
2015-11-18 02:00:00,1,20,20151118021,Wednesday
2015-11-18 03:00:00,1,19,20151118031,Wednesday
2015-11-18 04:00:00,1,20,20151118041,Wednesday
2015-11-18 05:00:00,1,16,20151118051,Wednesday
2015-11-18 06:00:00,1,19,20151118061,Wednesday
2015-11-18 07:00:00,1,16,20151118071,Wednesday
2015-11-18 08:00:00,1,17,20151118081,Wednesday
2015-11-18 09:00:00,1,19,20151118091,Wednesday
2015-11-18 10:00:00,1,30,20151118101,Wednesday
2015-11-18 11:00:00,1,44,20151118111,Wednesday
2015-11-18 12:00:00,1,35,20151118121,Wednesday
2015-11-18 13:00:00,1,34,20151118131,Wednesday
2015-11-18 14:00:00,1,31,20151118141,Wednesday
2015-11-18 15:00:00,1,31,20151118151,Wednesday
2015-11-18 16:00:00,1,28,20151118161,Wednesday
2015-11-18 17:00:00,1,34,20151118171,Wednesday
2015-11-18 18:00:00,1,37,20151118181,Wednesday
2015-11-18 19:00:00,1,37,20151118191,Wednesday
2015-11-18 20:00:00,1,34,20151118201,Wednesday
2015-11-18 21:00:00,1,31,20151118211,Wednesday
2015-11-18 22:00:00,1,29,20151118221,Wednesday
2015-11-18 23:00:00,1,28,20151118231,Wednesday
2015-11-19 00:00:00,1,32,20151119001,Thursday
2015-11-19 01:00:00,1,23,20151119011,Thursday
2015-11-19 02:00:00,1,20,20151119021,Thursday
2015-11-19 03:00:00,1,16,20151119031,Thursday
2015-11-19 04:00:00,1,18,20151119041,Thursday
2015-11-19 05:00:00,1,17,20151119051,Thursday
2015-11-19 06:00:00,1,16,20151119061,Thursday
2015-11-19 07:00:00,1,17,20151119071,Thursday
2015-11-19 08:00:00,1,18,20151119081,Thursday
2015-11-19 09:00:00,1,25,20151119091,Thursday
2015-11-19 10:00:00,1,31,20151119101,Thursday
2015-11-19 11:00:00,1,32,20151119111,Thursday
2015-11-19 12:00:00,1,31,20151119121,Thursday
2015-11-19 13:00:00,1,29,20151119131,Thursday
2015-11-19 14:00:00,1,31,20151119141,Thursday
2015-11-19 15:00:00,1,31,20151119151,Thursday
2015-11-19 16:00:00,1,30,20151119161,Thursday
2015-11-19 17:00:00,1,28,20151119171,Thursday
2015-11-19 18:00:00,1,29,20151119181,Thursday
2015-11-19 19:00:00,1,36,20151119191,Thursday
2015-11-19 20:00:00,1,29,20151119201,Thursday
2015-11-19 21:00:00,1,28,20151119211,Thursday
2015-11-19 22:00:00,1,30,20151119221,Thursday
2015-11-19 23:00:00,1,29,20151119231,Thursday
2015-11-20 00:00:00,1,24,20151120001,Friday
2015-11-20 01:00:00,1,20,20151120011,Friday
2015-11-20 02:00:00,1,15,20151120021,Friday
2015-11-20 03:00:00,1,14,20151120031,Friday
2015-11-20 04:00:00,1,13,20151120041,Friday
2015-11-20 05:00:00,1,8,20151120051,Friday
2015-11-20 06:00:00,1,12,20151120061,Friday
2015-11-20 07:00:00,1,14,20151120071,Friday
2015-11-20 08:00:00,1,15,20151120081,Friday
2015-11-20 09:00:00,1,20,20151120091,Friday
2015-11-20 10:00:00,1,26,20151120101,Friday
2015-11-20 11:00:00,1,26,20151120111,Friday
2015-11-20 12:00:00,1,26,20151120121,Friday
2015-11-20 13:00:00,1,21,20151120131,Friday
2015-11-20 14:00:00,1,26,20151120141,Friday
2015-11-20 15:00:00,1,29,20151120151,Friday
2015-11-20 16:00:00,1,20,20151120161,Friday
2015-11-20 17:00:00,1,22,20151120171,Friday
2015-11-20 18:00:00,1,25,20151120181,Friday
2015-11-20 19:00:00,1,27,20151120191,Friday
2015-11-20 20:00:00,1,26,20151120201,Friday
2015-11-20 21:00:00,1,24,20151120211,Friday
2015-11-20 22:00:00,1,25,20151120221,Friday
2015-11-20 23:00:00,1,21,20151120231,Friday
2015-11-21 00:00:00,1,17,20151121001,Saturday
2015-11-21 01:00:00,1,16,20151121011,Saturday
2015-11-21 02:00:00,1,15,20151121021,Saturday
2015-11-21 03:00:00,1,15,20151121031,Saturday
2015-11-21 04:00:00,1,15,20151121041,Saturday
2015-11-21 05:00:00,1,8,20151121051,Saturday
2015-11-21 06:00:00,1,12,20151121061,Saturday
2015-11-21 07:00:00,1,13,20151121071,Saturday
2015-11-21 08:00:00,1,12,20151121081,Saturday
2015-11-21 09:00:00,1,16,20151121091,Saturday
2015-11-21 10:00:00,1,18,20151121101,Saturday
2015-11-21 11:00:00,1,17,20151121111,Saturday
2015-11-21 12:00:00,1,18,20151121121,Saturday
2015-11-21 13:00:00,1,15,20151121131,Saturday
2015-11-21 14:00:00,1,21,20151121141,Saturday
2015-11-21 15:00:00,1,18,20151121151,Saturday
2015-11-21 16:00:00,1,17,20151121161,Saturday
2015-11-21 17:00:00,1,17,20151121171,Saturday
2015-11-21 18:00:00,1,19,20151121181,Saturday
2015-11-21 19:00:00,1,22,20151121191,Saturday
2015-11-21 20:00:00,1,18,20151121201,Saturday
2015-11-21 21:00:00,1,17,20151121211,Saturday
2015-11-21 22:00:00,1,22,20151121221,Saturday
2015-11-21 23:00:00,1,17,20151121231,Saturday
2015-11-22 00:00:00,1,15,20151122001,Sunday
2015-11-22 01:00:00,1,15,20151122011,Sunday
2015-11-22 02:00:00,1,11,20151122021,Sunday
2015-11-22 03:00:00,1,12,20151122031,Sunday
2015-11-22 04:00:00,1,11,20151122041,Sunday
2015-11-22 05:00:00,1,8,20151122051,Sunday
2015-11-22 06:00:00,1,11,20151122061,Sunday
2015-11-22 07:00:00,1,9,20151122071,Sunday
2015-11-22 08:00:00,1,8,20151122081,Sunday
2015-11-22 09:00:00,1,15,20151122091,Sunday
2015-11-22 10:00:00,1,18,20151122101,Sunday
2015-11-22 11:00:00,1,18,20151122111,Sunday
